termCode,termExtendedName,termShortName,termScopeNote,version,lastUpdate,validFrom,validTo,status,deprecated,scientificNames,commonNames,allFacets,ISSCAAP,taxonomicCode,alpha3Code,GEMSCode,matrixCode,LangualCode,foodexOldCode,implicitFacets,detailLevel,termType,prodTreat,prodMeth,prodPack,EuringsCode,IFNCode,EUFeedReg,EPPOCode,VectorNetCode,ADDFOODCode,masterFlag,masterParentCode,masterOrder,masterReportable,masterHierarchyCode,reportFlag,reportParentCode,reportOrder,reportReportable,reportHierarchyCode,pestFlag,pestParentCode,pestOrder,pestReportable,pestHierarchyCode,biomoFlag,biomoParentCode,biomoOrder,biomoReportable,biomoHierarchyCode,feedFlag,feedParentCode,feedOrder,feedReportable,feedHierarchyCode,expoFlag,expoParentCode,expoOrder,expoReportable,expoHierarchyCode,vetdrugFlag,vetdrugParentCode,vetdrugOrder,vetdrugReportable,vetdrugHierarchyCode,botanicFlag,botanicParentCode,botanicOrder,botanicReportable,botanicHierarchyCode,partFlag,partParentCode,partOrder,partReportable,partHierarchyCode,sourceFlag,sourceParentCode,sourceOrder,sourceReportable,sourceHierarchyCode,racsourceFlag,racsourceParentCode,racsourceOrder,racsourceReportable,racsourceHierarchyCode,processFlag,processParentCode,processOrder,processReportable,processHierarchyCode,ingredFlag,ingredParentCode,ingredOrder,ingredReportable,ingredHierarchyCode,mediumFlag,mediumParentCode,mediumOrder,mediumReportable,mediumHierarchyCode,sweetFlag,sweetParentCode,sweetOrder,sweetReportable,sweetHierarchyCode,fortFlag,fortParentCode,fortOrder,fortReportable,fortHierarchyCode,qualFlag,qualParentCode,qualOrder,qualReportable,qualHierarchyCode,cookextFlag,cookextParentCode,cookextOrder,cookextReportable,cookextHierarchyCode,genFlag,genParentCode,genOrder,genReportable,genHierarchyCode,prodFlag,prodParentCode,prodOrder,prodReportable,prodHierarchyCode,packformatFlag,packformatParentCode,packformatOrder,packformatReportable,packformatHierarchyCode,packmatFlag,packmatParentCode,packmatOrder,packmatReportable,packmatHierarchyCode,stateFlag,stateParentCode,stateOrder,stateReportable,stateHierarchyCode,fatFlag,fatParentCode,fatOrder,fatReportable,fatHierarchyCode,alcoholFlag,alcoholParentCode,alcoholOrder,alcoholReportable,alcoholHierarchyCode,doughFlag,doughParentCode,doughOrder,doughReportable,doughHierarchyCode,partconFlag,partconParentCode,partconOrder,partconReportable,partconHierarchyCode,placeFlag,placeParentCode,placeOrder,placeReportable,placeHierarchyCode,targconFlag,targconParentCode,targconOrder,targconReportable,targconHierarchyCode,useFlag,useParentCode,useOrder,useReportable,useHierarchyCode,riskingredFlag,riskingredParentCode,riskingredOrder,riskingredReportable,riskingredHierarchyCode,fpurposeFlag,fpurposeParentCode,fpurposeOrder,fpurposeReportable,fpurposeHierarchyCode,replevFlag,replevParentCode,replevOrder,replevReportable,replevHierarchyCode,animageFlag,animageParentCode,animageOrder,animageReportable,animageHierarchyCode,genderFlag,genderParentCode,genderOrder,genderReportable,genderHierarchyCode,legisFlag,legisParentCode,legisOrder,legisReportable,legisHierarchyCode,feedAddExpoFlag,feedAddExpoParentCode,feedAddExpoOrder,feedAddExpoReportable,feedAddExpoHierarchyCode,PRIMoFlag,PRIMoParentCode,PRIMoOrder,PRIMoReportable,PRIMoHierarchyCode,hostsampledFlag,hostsampledParentCode,hostsampledOrder,hostsampledReportable,hostsampledHierarchyCode,facets_resolved,termExtendedName_full,nlp_matching_friendly
A04MQ,Animal offal and other slaughtering products,,"The group includes all the parts of animals carcase used as food, with exception of fresh meat (red and white meat) and fresh fat tissues. The part consumed/analysed is by default unspecified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors.£https://en.wikipedia.org/wiki/Offal£https://www.google.co.uk/search?tbm=isch&q=edible offal",8.9,2017/07/20,2014/10/30,,APPROVED,0,,,A04MQ#F01.A04SF$F02.A069L$F27.A04MQ,,,,,,,,F02.A069L$F27.A04MQ,H,r,,,,,,,,,,1,A0BXF,5,1,Z0001.0001.0003.0005,1,A0EZS,5,1,Z0001.0011.0005,,,,,,,,,,,,,,,,,,,,,1.0,A0EZS,4.0,1.0,Z0001.0001.0004,,,,,,,,,,,,,,,,1.0,root,24.0,1.0,Z0024,,,,,,1.0,A0EZS,5.0,1.0,Z0011.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""facet_cat"": ""F01"", ""facet_label"": ""source"", ""code"": ""A04SF"", ""name"": ""Animals (as animal)""}, {""facet_cat"": ""F02"", ""facet_label"": ""part-nature"", ""code"": ""A069L"", ""name"": ""Offal and other slaughtering products (as part-nature)""}, {""facet_cat"": ""F27"", ""facet_label"": ""geographical-origin"", ""code"": ""A04MQ"", ""name"": ""Animal offal and other slaughtering products""}]","Animal offal and other slaughtering products, geographical-origin: animal offal and other slaughtering products, part-nature: offal and other slaughtering products (as part nature), source: animals (as animal)",animal offal and other slaughtering products animals
A04ND,Processed whole meat products,,"The group includes any type of processed whole meat products, i.e. cured meat cuts made of entire pieces of muscle meat. They can include relevant portions of fat tissues. The part consumed/analysed is by default either the whole or a portion of it representing the observed heterogeneity. The eventual removal of not edible parts is unspecified. When relevant, information on the part consumed/analysed has to be reported with additional facet descriptors.£https://en.wikipedia.org/wiki/Processed_meat£https://www.google.co.uk/search?tbm=isch&q=cured and seasoned meat made of entire pieces of muscle",8.9,2017/07/20,2014/10/30,,APPROVED,0,,,A04ND#F02.A06AP,,,,,,,A.01.000795,F02.A06AP,M,d,,,,,,,,,,1,A0EYM,1,1,Z0001.0001.0004.0001.0001,1,A0EYM,1,1,Z0001.0011.0006.0001.0001,,,,,,1.0,A0EYM,1.0,1.0,Z0001.0024.0002.0001,,,,,,1.0,A01QR,10.0,1.0,Z0006.0010,1.0,A0EYM,1.0,1.0,Z0001.0001.0005.0001.0001,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A0EYM,1.0,1.0,Z0011.0006.0001.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""facet_cat"": ""F02"", ""facet_label"": ""part-nature"", ""code"": ""A06AP"", ""name"": ""Preserved meat cuts (as part-nature)""}]","Processed whole meat products, part-nature: preserved meat cuts (as part nature)",processed whole meat products preserved cuts
A04NS,Other desserts spoonable,,"The group includes any type of other desserts spoonable. Use this code only for neither water nor dairy based desserts, e.g. sabayon (egg yolk, sugar and wine). The part consumed/analysed is by default the whole marketed unit or a representative portion of it.£https://en.wikipedia.org/wiki/Dessert£https://www.google.co.uk/search?tbm=isch&q=Other desserts spoonable",8.9,2017/07/20,2014/10/30,,APPROVED,0,,,A04NS#F02.A16FG$F33.A0C18,,,,,,,A.01.001888,F02.A16FG$F33.A0C18,P,c,,,,,,,,,,1,A0C68,3,1,Z0001.0001.0009.0008.0003.0003,1,A0C68,3,1,Z0001.0025.0003.0003,,,,,,1.0,A0C68,3.0,1.0,Z0026.0003.0003,,,,,,1.0,A0C68,1.0,1.0,Z0019.0004.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A0C68,3.0,1.0,Z0025.0003.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""facet_cat"": ""F02"", ""facet_label"": ""part-nature"", ""code"": ""A16FG"", ""name"": ""Neither water- nor dairy- based spoonable dessert (as part-nature)""}, {""facet_cat"": ""F33"", ""facet_label"": ""flavour"", ""code"": ""A0C18"", ""name"": ""FA-16. Desserts excluding products covered in categories 1, 3 and 4""}]","Other desserts spoonable, flavour: fa 16. desserts excluding products covered in categories 1, 3 and 4, part-nature: neither water  nor dairy  based spoonable dessert (as part nature)",other desserts spoonable neither water nor dairy based dessert fa 16 excluding products covered in categories 1 3 and 4
A04PD,Water-based sweet desserts,,The group includes any type of water-based sweet desserts. The part consumed/analysed is by default the whole marketed unit or a representative portion of it.£https://www.google.co.uk/search?tbm=isch&q=Water-based desserts -milk -dairy,8.9,2017/07/20,2014/10/30,,APPROVED,0,,,A04PD#F02.A0ENX$F04.A03DK,,,,,,,A.01.001888,F04.A03DK,H,s,,,,,,,,,,1,A0C68,1,1,Z0001.0001.0009.0008.0003.0001,1,A0C68,1,1,Z0001.0025.0003.0001,,,,,,1.0,A0C68,1.0,1.0,Z0026.0003.0001,,,,,,1.0,A032F,4.0,1.0,Z0011.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A0C68,1.0,1.0,Z0025.0003.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""facet_cat"": ""F02"", ""facet_label"": ""part-nature"", ""code"": ""A0ENX"", ""name"": ""Spoonable desserts and ice creams (as part-nature)""}, {""facet_cat"": ""F04"", ""facet_label"": ""packaging"", ""code"": ""A03DK"", ""name"": ""Drinking water""}]","Water-based sweet desserts, packaging: drinking water, part-nature: spoonable desserts and ice creams (as part nature)",water based sweet desserts spoonable and ice creams
A04PE,Confectionery including chocolate,,The category covers any type of Confectionery including chocolate. The part consumed/analysed is by default the whole marketed unit or a representative portion of it.£https://en.wikipedia.org/wiki/Confectionery£https://www.google.co.uk/search?tbm=isch&q=Confectionery including chocolate,8.9,2017/07/20,2014/10/30,,APPROVED,0,,,A04PE#F02.A06EJ,,,,,,,A.01.001267,F02.A06EJ,H,s,,,,,,,,,,1,A0BAG,3,1,Z0001.0001.0009.0003,1,A0B6Z,22,0,Z0001.0022,,,,,,1.0,root,23.0,1.0,Z0023,,,,,,1.0,A032F,3.0,1.0,Z0011.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,root,22.0,1.0,Z0022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""facet_cat"": ""F02"", ""facet_label"": ""part-nature"", ""code"": ""A06EJ"", ""name"": ""Confectionery (as part-nature)""}]","Confectionery including chocolate, part-nature: confectionery (as part nature)",confectionery including chocolate
A04PJ,Fats and oils from terrestrial animals,,The group includes any type of processed fats and oils from terrestrial animal tissues. The part consumed/analysed is by default the whole marketed unit or a representative portion of it.£https://en.wikipedia.org/wiki/Animal_fats,8.1,2017/04/15,2014/10/30,,APPROVED,0,,,A04PJ#F02.A06AR$F27.A01TT$F28.A0C02$F33.A0C58,,,,,,,A.01.001347,F27.A01TT$F28.A0C02$F33.A0C58,P,d,,,,,,,,,,1,A037T,1,1,Z0001.0001.0010.0001.0001.0002.0001,1,A037T,1,1,Z0001.0027.0001.0001.0002.0001,,,,,,1.0,A037T,1.0,1.0,Z0028.0001.0001.0002.0001,,,,,,1.0,A037T,1.0,1.0,Z0012.0001.0002.0001,1.0,A037T,1.0,1.0,Z0001.0008.0001.0001,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A037T,1.0,1.0,Z0027.0001.0001.0002.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""facet_cat"": ""F02"", ""facet_label"": ""part-nature"", ""code"": ""A06AR"", ""name"": ""Animal fat (processed fat from animal tissues) (as part-nature)""}, {""facet_cat"": ""F27"", ""facet_label"": ""geographical-origin"", ""code"": ""A01TT"", ""name"": ""Animal fresh fat tissues""}, {""facet_cat"": ""F28"", ""facet_label"": ""use"", ""code"": ""A0C02"", ""name"": ""Oil production""}, {""facet_cat"": ""F33"", ""facet_label"": ""flavour"", ""code"": ""A0C58"", ""name"": ""FA-02.1 Fats and oils essentially free from water (excluding anhydrous milkfat)""}]","Fats and oils from terrestrial animals, flavour: fa 02.1 fats and oils essentially free from water (excluding anhydrous milkfat), geographical-origin: animal fresh fat tissues, part-nature: animal fat (processed fat from animal tissues) (as part nature), use: oil production",fats and oils from terrestrial animals animal fat oil production essentially free water
A04PK,Milk fat from other animals,,The group includes any type of milk fat from other animals. The part consumed/analysed is by default the whole marketed unit or a representative portion of it.£https://en.wikipedia.org/wiki/Butterfat,8.1,2017/04/15,2014/10/30,,APPROVED,0,,,A04PK#F02.A06BD$F27.A02LT$F28.A0BZT$F33.A0C56,,,,,,,A.01.001347,F27.A02LT$F28.A0BZT$F33.A0C56,C,d,,,,,,,,,,1,A038R,2,1,Z0001.0001.0010.0001.0001.0003.0002,1,A038R,2,1,Z0001.0027.0001.0001.0003.0002,,,,,,1.0,A038R,2.0,1.0,Z0028.0001.0001.0003.0002,,,,,,1.0,A038R,2.0,1.0,Z0012.0001.0003.0002,1.0,A038R,2.0,1.0,Z0001.0008.0002.0002,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A038R,2.0,1.0,Z0027.0001.0001.0003.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""facet_cat"": ""F02"", ""facet_label"": ""part-nature"", ""code"": ""A06BD"", ""name"": ""Refined dairy fat (butter oil) (as part-nature)""}, {""facet_cat"": ""F27"", ""facet_label"": ""geographical-origin"", ""code"": ""A02LT"", ""name"": ""Milk""}, {""facet_cat"": ""F28"", ""facet_label"": ""use"", ""code"": ""A0BZT"", ""name"": ""Refining""}, {""facet_cat"": ""F33"", ""facet_label"": ""flavour"", ""code"": ""A0C56"", ""name"": ""FA-02.2.1 Butter and concentrated butter and butter oil and anhydrous milkfat""}]","Milk fat from other animals, flavour: fa 02.2.1 butter and concentrated butter and butter oil and anhydrous milkfat, geographical-origin: milk, part-nature: refined dairy fat (butter oil) (as part nature), use: refining",milk fat from other animals refined dairy refining fa 02 2 1 butter and concentrated butter and butter oil and anhydrous milkfat
A04PL,Other fish oil,,The group includes any type of fish oil not listed elsewhere. The part consumed/analysed is by default the whole marketed unit or a representative portion of it.£https://en.wikipedia.org/wiki/fish_oil£https://www.google.co.uk/search?tbm=isch&q=Other fish oil,8.9,2017/07/20,2014/10/30,,APPROVED,0,,,A04PL#F02.A06AR$F27.A026V$F28.A0C02,,,,,,,,F27.A026V$F28.A0C02,H,d,,,,,,,,,,1,A038M,1,1,Z0001.0001.0010.0001.0001.0002.0002.0002.0001,1,A038M,4,1,Z0001.0027.0001.0001.0002.0002.0002.0004,,,,,,1.0,A038M,4.0,1.0,Z0028.0001.0001.0002.0002.0002.0004,,,,,,,,,,,1.0,A038M,4.0,1.0,Z0001.0008.0001.0002.0002.0004,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A038M,4.0,1.0,Z0027.0001.0001.0002.0002.0002.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""facet_cat"": ""F02"", ""facet_label"": ""part-nature"", ""code"": ""A06AR"", ""name"": ""Animal fat (processed fat from animal tissues) (as part-nature)""}, {""facet_cat"": ""F27"", ""facet_label"": ""geographical-origin"", ""code"": ""A026V"", ""name"": ""Fish (meat)""}, {""facet_cat"": ""F28"", ""facet_label"": ""use"", ""code"": ""A0C02"", ""name"": ""Oil production""}]","Other fish oil, geographical-origin: fish (meat), part-nature: animal fat (processed fat from animal tissues) (as part nature), use: oil production",other fish oil animal fat production
A04PQ,Vegetable juices,,The group includes any type of Vegetable juices. The part consumed/analysed is by default the whole marketed unit or a representative portion of it.£https://en.wikipedia.org/wiki/Juice£https://www.google.co.uk/search?tbm=isch&q=Vegetable juices,8.9,2017/07/20,2014/10/30,,APPROVED,0,,,A04PQ#F02.A068V$F28.A07LN$F33.A0C1X,,,,,,,A.01.001454,F02.A068V$F28.A07LN$F33.A0C1X,P,d,,,,,,,,,,1,A0BX9,3,1,Z0001.0001.0002.0008.0003,1,A0BX9,3,1,Z0001.0010.0001.0003,,,,,,1.0,A0BX9,3.0,1.0,Z0018.0001.0003,,,,,,1.0,A0BX9,3.0,1.0,Z0013.0001.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A0BX9,3.0,1.0,Z0010.0001.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""facet_cat"": ""F02"", ""facet_label"": ""part-nature"", ""code"": ""A068V"", ""name"": ""Fruit/vegetable juice ready to drink (as part-nature)""}, {""facet_cat"": ""F28"", ""facet_label"": ""use"", ""code"": ""A07LN"", ""name"": ""Juicing""}, {""facet_cat"": ""F33"", ""facet_label"": ""flavour"", ""code"": ""A0C1X"", ""name"": ""FA-14.1.2 Fruit juices as defined by Directive 2001/112/EC and vegetable juices""}]","Vegetable juices, flavour: fa 14.1.2 fruit juices as defined by directive 2001/112/ec and vegetable juices, part-nature: fruit/vegetable juice ready to drink (as part nature), use: juicing",vegetable juices fruit juice ready to drink juicing fa 14 1 2 as defined by directive 2001 112 ec and
A04PV,Unbottled water,,The group includes any type of Unbottled water. The part consumed/analysed is by default the whole marketed unit or a representative portion of it.£https://en.wikipedia.org/wiki/Drinking_water,8.1,2017/04/15,2014/10/30,,APPROVED,0,,,A04PV#F02.A06CA$F27.A04PV$F33.A0C1Y,,,,,PW100000,,A.01.001574,F27.A04PV$F33.A0C1Y,P,r,,,,,,,,,,1,A03DK,1,1,Z0001.0001.0009.0005.0001.0001,1,A03DK,1,1,Z0001.0018.0001.0001,,,,,,1.0,A03DK,1.0,1.0,Z0019.0001.0001,,,,,,1.0,A03DK,1.0,1.0,Z0014.0001.0001,,,,,,,,,,,,,,,,,,,,,1.0,A03DK,1.0,1.0,Z0036.0001,,,,,,1.0,A03DK,1.0,1.0,Z0018.0001.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""facet_cat"": ""F02"", ""facet_label"": ""part-nature"", ""code"": ""A06CA"", ""name"": ""Water (as part-nature)""}, {""facet_cat"": ""F27"", ""facet_label"": ""geographical-origin"", ""code"": ""A04PV"", ""name"": ""Unbottled water""}, {""facet_cat"": ""F33"", ""facet_label"": ""flavour"", ""code"": ""A0C1Y"", ""name"": ""FA-14.1.1 Water, including natural mineral water as defined in Directive 2009/54/EC and spring water and all other bottled or packed waters""}]","Unbottled water, flavour: fa 14.1.1 water, including natural mineral water as defined in directive 2009/54/ec and spring water and all other bottled or packed waters, geographical-origin: unbottled water, part-nature: water (as part nature)",unbottled water fa 14 1 1 including natural mineral as defined in directive 2009 54 ec and spring and all other bottled or packed waters
A04PX,Bottled water,,The group includes any type of Bottled water. The part consumed/analysed is by default the whole marketed unit or a representative portion of it.£https://en.wikipedia.org/wiki/Bottled_water£https://www.google.co.uk/search?tbm=isch&q=Bottled water,8.9,2017/07/20,2014/10/30,,APPROVED,0,,,A04PX#F02.A06CA$F27.A04PX$F33.A0C1Y,,,,,PW100000,,A.01.001576,F27.A04PX$F33.A0C1Y,P,r,,,,,,,,,,1,A03DK,2,1,Z0001.0001.0009.0005.0001.0002,1,A03DK,2,1,Z0001.0018.0001.0002,,,,,,1.0,A03DK,2.0,1.0,Z0019.0001.0002,,,,,,1.0,A03DK,2.0,1.0,Z0014.0001.0002,,,,,,,,,,,,,,,,,,,,,1.0,A03DK,2.0,1.0,Z0036.0002,,,,,,1.0,A03DK,2.0,1.0,Z0018.0001.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A03DK,1.0,0.0,Z0012.0001,,,,,,"[{""facet_cat"": ""F02"", ""facet_label"": ""part-nature"", ""code"": ""A06CA"", ""name"": ""Water (as part-nature)""}, {""facet_cat"": ""F27"", ""facet_label"": ""geographical-origin"", ""code"": ""A04PX"", ""name"": ""Bottled water""}, {""facet_cat"": ""F33"", ""facet_label"": ""flavour"", ""code"": ""A0C1Y"", ""name"": ""FA-14.1.1 Water, including natural mineral water as defined in Directive 2009/54/EC and spring water and all other bottled or packed waters""}]","Bottled water, flavour: fa 14.1.1 water, including natural mineral water as defined in directive 2009/54/ec and spring water and all other bottled or packed waters, geographical-origin: bottled water, part-nature: water (as part nature)",bottled water fa 14 1 1 including natural mineral as defined in directive 2009 54 ec and spring and all other or packed waters
A04QG,Unsweetened flavoured spirits,,"The group includes any type of Unsweetened spirits obtained from a disitillate with addition of flavouring substances (by infusion, addition of extracts etc.) like in the case of gin or absinthe. The part consumed/analysed is by default the whole or a portion of it representing the observed heterogeneity.£https://en.wikipedia.org/wiki/Distilled_beverage£https://www.google.co.uk/search?tbm=isch&q=Unsweetened flavoured spirits",8.9,2017/07/20,2014/10/30,,APPROVED,0,,,A04QG#F02.A0ENP$F04.A03PD$F28.A07MF$F33.A0C1H,,,,,,,A.01.001561,F02.A0ENP$F04.A03PD$F28.A07MF$F33.A0C1H,C,s,,,,,,,,,,1,A03PD,3,1,Z0001.0001.0009.0004.0004.0003,1,A03PD,3,1,Z0001.0021.0004.0003,,,,,,1.0,A03PD,3.0,1.0,Z0022.0004.0003,,,,,,1.0,A03PD,3.0,1.0,Z0015.0004.0001.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A03PD,3.0,1.0,Z0021.0004.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""facet_cat"": ""F02"", ""facet_label"": ""part-nature"", ""code"": ""A0ENP"", ""name"": ""Unsweetened flavoured spirits (as part-nature)""}, {""facet_cat"": ""F04"", ""facet_label"": ""packaging"", ""code"": ""A03PD"", ""name"": ""Unsweetened spirits""}, {""facet_cat"": ""F28"", ""facet_label"": ""use"", ""code"": ""A07MF"", ""name"": ""Distillation""}, {""facet_cat"": ""F33"", ""facet_label"": ""flavour"", ""code"": ""A0C1H"", ""name"": ""FA-14.2.6 Spirit drinks as defined in Regulation (EU) 2019/787""}]","Unsweetened flavoured spirits, flavour: fa 14.2.6 spirit drinks as defined in regulation (eu) 2019/787, packaging: unsweetened spirits, part-nature: unsweetened flavoured spirits (as part nature), use: distillation",unsweetened flavoured spirits distillation fa 14 2 6 spirit drinks as defined in regulation 2019 787
A04QN,Condiments (including table-top formats),,"The category covers any type of Condiments, including table-top formats. The part consumed/analysed is by default the whole marketed unit or a representative portion of it.£https://en.wikipedia.org/wiki/Condiments_£https://www.google.co.uk/search?tbm=isch&q=Condiments (including table-top formats)",8.9,2017/07/20,2014/10/30,,APPROVED,0,,,A04QN#F02.A06HF,,,,,,,A.01.001649,F02.A06HF,H,g,,,,,,,,,,1,A042N,4,1,Z0001.0001.0009.0009.0004,1,A042N,4,1,Z0001.0026.0004,,,,,,1.0,A042N,4.0,1.0,Z0027.0004,,,,,,1.0,A042N,3.0,1.0,Z0020.0003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A042N,4.0,1.0,Z0026.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""facet_cat"": ""F02"", ""facet_label"": ""part-nature"", ""code"": ""A06HF"", ""name"": ""Condiments (as part-nature)""}]","Condiments (including table-top formats), part-nature: condiments (as part nature)",condiments
A04QQ,Home-preparation aids,,"The group includes any type of baking and artisanal-preparation aids. In particular, those preparations used for home-made food. The part consumed/analysed is by default the whole marketed unit or a homogeneous representative portion.",7.5,2017/03/01,2014/10/30,,APPROVED,0,,,A04QQ#F02.A06CG,,,,,,,A.01.001704,F02.A06CG,M,s,,,,,,,,,,1,A046L,5,1,Z0001.0001.0010.0006.0005,1,A046L,5,1,Z0001.0027.0006.0005,,,,,,1.0,A046L,5.0,1.0,Z0028.0006.0005,,,,,,1.0,A048P,1.0,1.0,Z0021.0008.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,A046L,5.0,1.0,Z0027.0006.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""facet_cat"": ""F02"", ""facet_label"": ""part-nature"", ""code"": ""A06CG"", ""name"": ""Miscellaneous agents for food processing (as part-nature)""}]","Home-preparation aids, part-nature: miscellaneous agents for food processing (as part nature)",home preparation aids miscellaneous agents for food processing
